"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"1",0,35.3546131660162,53.5699119951073,10.1454263004351,36.7503118125547,33.2193785139019,39.6120814784899,87.9371651856262,63.9570744863125,85.7966119736963,196.942429904097,102.387460096823,21.6204156811354,32.0856690030193,131.562719992564,96.8374209494468,38.0688183415345,52.3974018694455,163.896421686076,36.7438721193734,150.584788014044,180.908685207538,197.008028028005,84.9157989058982,56.4111049931168,62.9501605682246,46.149451719529,78.6024796862289,139.648313314813,64.4497872693101,82.3081911009598,47.9423863958065,72.1525582082222,12.6649176175185,203.62247763508,253.317104453884,151.402522247859,43.2031931286779,70.2604365921495,50.3260725323245,132.867903285399,76.5859479526146,96.9649922255449,70.6958082000944,127.541565883522,47.8069644765524,3.82400936577373,89.4585161375975,219.650793449747,52.7282111247554,148.767750628358
"2",35.3546131660162,0,19.0801261284377,33.0708733178762,12.4854247797104,35.2438490121105,9.77534298197351,69.2087662834332,31.1914838144554,53.1953668885783,167.619675638527,78.2315321888566,17.8503674175005,51.2284287182147,97.4096556838162,62.6391647854812,31.4100866614799,38.7888075844669,129.42228132301,20.6506882605092,115.365267715708,145.605622534103,164.261194800437,49.8400489084217,62.4132636262045,62.7466745903561,11.098579085502,43.3936485139405,106.691630113058,38.2775099264169,54.2790298600419,57.6844117738457,38.440752939746,46.0266686109581,168.373010070345,219.028279551352,117.37493599902,10.4451283657125,43.2502049917457,29.3143371279849,104.131677514289,45.1862908332353,65.111485607446,53.1224604677311,95.048779994951,13.5264522746488,36.1343430079138,55.026333853804,185.065114837031,62.0351105085685,113.425668974776
"3",53.5699119951073,19.0801261284377,0,49.5104466551696,26.8615309690027,43.5355658847374,14.7727640267336,72.1756932111891,25.1053856667797,34.3906898373321,158.53231214528,76.3063902906472,36.8447385065687,69.712570491372,78.3866833361295,43.5989717489995,46.4315293561484,36.4962322970289,110.508756104014,35.145823065663,98.775722546298,127.595121834538,145.209042538608,34.8623211947815,66.8257007475652,63.833725153214,12.1753845903549,25.3657598761941,87.6430257963324,39.4828959860666,50.7540517536227,64.566354256099,28.584401373839,64.8236562658485,150.185304651672,200.072562244804,103.339834916459,10.6000835542937,42.5197274249954,37.5638370586217,96.7811926851613,27.1932866685134,46.469066901648,58.6445992848146,76.0849726443077,14.2922952262449,54.7618866409185,41.7445781113542,166.212358942694,68.1320917242375,95.6784470410996
"4",10.1454263004351,33.0708733178762,49.5104466551696,0,37.8921045470419,23.1843348486822,34.8519816697729,92.8962255438006,63.6749642690221,79.8284003333297,198.919505991901,105.960744767557,24.2985879856691,42.0498527800008,126.166799514415,91.7179134627606,43.9350908769299,43.0844723850047,158.66945080162,40.1062628370674,147.972036820844,177.032074762023,190.464694335647,82.7535560981146,46.6036027951051,52.8424864486098,44.1675199995059,74.8740407261298,133.410360612024,66.7965755345117,84.3310181516336,38.3842433190993,71.3543030718082,21.9872812132256,199.514123953012,247.745288756563,150.438969747104,38.9107605572404,72.459536991119,53.6235281980199,134.953933555565,70.2543239835934,90.5042841139213,75.6287008444649,121.1233967439,46.4415811945036,13.9041462371867,88.097117292001,214.423300314889,43.2192575170414,145.185950856264
"5",36.7503118125547,12.4854247797104,26.8615309690027,37.8921045470419,0,45.7896715196622,22.0659116142778,58.0075230999492,27.5062570988516,60.8786051677638,161.043257727003,68.7985073297735,15.2560066250576,43.897837944297,102.559175033232,68.2934204836988,19.8270918308087,51.2537211807355,133.815329284228,8.57230851586576,115.57480212227,147.656077272089,170.47029117911,50.136160564311,73.4915417990429,74.625872351523,14.9129972144098,47.3094631457736,113.09503070529,29.0658778786237,46.444579625451,68.009501708144,35.985183108079,44.8354003887733,170.654896751796,223.360163010657,114.918060949204,21.5716387842983,34.6314955560924,17.5901056822597,97.0620999952682,54.0545214636919,73.0549262676153,41.4160655325244,101.988594247558,14.3151358382378,36.2108415575189,53.5718348458757,189.020396899283,72.5640471029458,115.258847458966
"6",33.2193785139019,35.2438490121105,43.5355658847374,23.1843348486822,45.7896715196622,0,30.3394967360232,103.793943443332,64.9884547388944,66.1241978387061,201.281604126804,113.474827565078,38.2077132209676,64.3627563811292,112.555073805372,79.6637576143229,59.2497462433703,21.7096025935997,144.998118702191,51.6286114140608,140.475048211103,166.248072576148,173.592443994304,78.3216926168361,27.844269494752,31.1309149075133,44.2486041927264,67.1316492060459,117.717513025459,73.512787020085,89.2962329752238,22.4407189919524,70.8545842043367,45.0836264704871,188.00318132224,232.718142350173,146.7002261439,34.4802985750373,78.4745618245741,63.3742985458305,138.453526478751,56.0902965803335,75.1428094788657,87.1312777645834,105.187534978242,47.5126852871483,36.846356338203,85.2610476271361,200.309678276777,26.8389983329888,135.490537999923
"7",39.6120814784899,9.77534298197351,14.7727640267336,34.8519816697729,22.0659116142778,30.3394967360232,0,77.0402304730934,34.7609779501333,46.3760995618699,170.945764523593,84.4603914332727,25.9632917529633,59.6744455860119,91.9544307273422,57.256650287127,41.1813891099659,29.7215679444699,124.320804364067,30.3901058149053,113.541178910212,142.180188726126,157.725619104303,49.1870816635228,55.9686311307719,55.013768198925,14.3363416733551,40.1021686163936,100.2395201218,45.0757871282583,59.6229039382672,52.3629014009184,40.5412240031451,51.4236578836236,164.681340586862,213.706218217812,117.622329406525,4.34430697067686,49.4717753206278,38.0508995322105,108.186416684351,37.5738531211206,57.8816867466356,61.5396393593756,88.2809278723565,17.7667896470448,41.212333214292,55.5367001228201,180.0857824486,56.3646321320432,110.362544375594
"8",87.9371651856262,69.2087662834332,72.1756932111891,92.8962255438006,58.0075230999492,103.793943443332,77.0402304730934,0,48.4062052801577,93.6698638844154,115.453478135444,20.0826447065458,68.7109689808387,72.2661490245206,116.727163186651,91.8013530185387,49.9537800674536,106.479765030006,140.464930939744,53.1340764170003,105.386464761857,142.011319070046,182.767955912031,62.1336820656039,131.431784527077,131.866027548315,63.3886655238978,72.7869688513864,131.343038702001,32.7106703991019,27.7179349998892,125.991538541537,50.3868554154128,89.8560014019356,164.1850560045,223.810631335418,92.3196299143394,74.4367043039802,30.185118076068,40.4433124303714,54.7942196331665,92.5520877556515,104.092928694615,17.2817763549655,124.080649024163,59.9938895362773,85.5902283391694,56.8360772108361,189.298412211563,130.567259785114,112.5801571185
"9",63.9570744863125,31.1914838144554,25.1053856667797,63.6749642690221,27.5062570988516,64.9884547388944,34.7609779501333,48.4062052801577,0,47.0530610736334,136.578066647162,51.2010090640262,42.7164002903302,68.3394776088265,80.7660307371302,49.0950113447588,39.6626009026082,61.4107135017978,110.334283389611,31.2285644913952,88.5222851339671,121.600506407553,149.325956094785,24.270993601896,90.4971802412958,88.4642409353102,20.8108822583033,27.5037840798961,93.2128820307514,16.9539626203822,25.6648884200829,87.1229388235191,8.67421220786519,72.3239903648346,144.683236240525,199.208709953136,87.4704699754751,30.8982445443643,18.2228231151524,23.7423911123805,73.46525809761,44.5019922679273,58.5471878830464,37.3471944441573,83.5137912100804,17.7625324923163,63.6518360983011,26.2763023209103,164.577539872123,91.107390080141,89.2408975026621
"10",85.7966119736963,53.1953668885783,34.3906898373321,79.8284003333297,60.8786051677638,66.1241978387061,46.3760995618699,93.6698638844154,47.0530610736334,0,154.290291864976,90.7007375144592,71.0457342825186,104.1032121247,46.6238268534506,14.4792749077575,79.8574100048388,48.2581653508754,79.1729811429582,68.7844201267535,77.9963126563035,100.426095624185,111.353092193325,34.2647044582496,79.9672848541186,72.3692718346093,45.9662639847673,20.9743808368248,53.8721813509285,63.9738913962561,66.9499357447047,81.6116327307264,43.3047175145831,97.7867705970932,121.926307596894,167.928497721426,90.1256733118125,43.336597581609,64.23686617416,68.012100154865,99.6192937220582,10.0384531736277,12.1981715315678,84.3428323008419,41.9389851510164,47.0360880036403,87.563341351803,42.3661886404238,134.803243161361,83.5562958368951,70.6592061043221
"11",196.942429904097,167.619675638527,158.53231214528,198.919505991901,161.043257727003,201.281604126804,170.945764523593,115.453478135444,136.578066647162,154.290291864976,0,96.7071483203265,175.512047655665,187.174476340759,136.747834087611,141.925047937624,161.561683425731,193.642565873451,133.882911872451,160.233141875075,91.7671194681402,110.738858097914,169.865516837972,125.695754994951,225.245759392087,221.092237000692,157.3701653244,139.830935892368,149.949274847817,132.501322980062,114.698965873216,222.995794465651,130.442975517416,201.883557297974,120.579079928404,176.792790978176,68.7547137986989,166.815716922353,126.709473214676,146.764134955066,64.0747577974184,160.769565872112,156.5732811718,130.328377156661,152.695592311919,154.328157891918,195.527904418963,117.625028921457,150.59712423932,226.657314281975,106.721973656448
"12",102.387460096823,78.2315321888566,76.3063902906472,105.960744767557,68.7985073297735,113.474827565078,84.4603914332727,20.0826447065458,51.2010090640262,90.7007375144592,96.7071483203265,0,81.7411822213725,90.473576673707,105.867984447223,85.7872571649255,65.4871852084414,112.483864673916,126.529857770627,65.9517616713833,88.5018729380786,125.122122982574,169.376118911193,56.7496885889897,140.320264715078,139.219645333335,70.1444779053516,69.9689895921654,121.063071281884,40.0061670985556,25.6036993516256,135.915546422706,49.6982440599405,105.974931186518,146.769997684972,207.125944983299,73.4017163958735,81.1100691552528,35.0512846995184,52.3527370606149,34.7982962885243,91.7607331919015,99.623407665856,33.6235938368289,115.347113978044,66.6978104401645,100.505262288663,49.5318834427283,172.919636086208,140.237601928409,97.2081460768434
