"","Count_180","idSensore","Year","Month","Count_120"
"2231",0,5750,2006,8,9
"2232",6,5750,2006,9,12
"2233",0,5750,2006,10,0
"2234",0,5750,2007,4,15
"2235",3,5750,2007,5,11
"2236",3,5750,2007,6,17
"2237",14,5750,2007,7,25
"2238",5,5750,2007,8,15
"2239",0,5750,2007,9,6
"2240",0,5750,2007,10,0
"2241",0,5750,2008,4,4
"2242",0,5750,2008,5,11
"2243",8,5750,2008,6,13
"2244",7,5750,2008,7,23
"2245",5,5750,2008,8,21
"2246",0,5750,2008,9,2
"2247",0,5750,2008,10,0
"2248",NA,5750,2009,4,NA
"2249",3,5750,2009,5,11
"2250",5,5750,2009,6,17
"2251",8,5750,2009,7,26
"2252",6,5750,2009,8,25
"2253",0,5750,2009,9,5
"2254",0,5750,2009,10,0
"2255",0,5750,2010,4,1
"2256",0,5750,2010,5,5
"2257",6,5750,2010,6,15
"2258",12,5750,2010,7,24
"2259",0,5750,2010,8,9
"2260",0,5750,2010,9,0
"2261",0,5750,2010,10,0
"2262",NA,5750,2011,4,NA
"2263",1,5750,2011,5,17
"2264",3,5750,2011,6,7
"2265",2,5750,2011,7,11
"2266",4,5750,2011,8,22
"2267",1,5750,2011,9,14
"2268",0,5750,2011,10,4
"2269",0,5750,2012,4,1
"2270",1,5750,2012,5,10
"2271",5,5750,2012,6,15
"2272",3,5750,2012,7,22
"2273",7,5750,2012,8,22
"2274",0,5750,2012,9,5
"2275",0,5750,2012,10,0
"2276",0,5750,2013,4,4
"2277",0,5750,2013,5,0
"2278",4,5750,2013,6,14
"2279",10,5750,2013,7,28
"2280",5,5750,2013,8,15
"2281",1,5750,2013,9,5
"2282",0,5750,2013,10,0
"2283",0,5750,2014,4,2
"2284",0,5750,2014,5,4
"2285",4,5750,2014,6,12
"2286",1,5750,2014,7,9
"2287",0,5750,2014,8,3
"2288",0,5750,2014,9,1
"2289",0,5750,2014,10,0
"2290",0,5750,2015,4,1
"2291",1,5750,2015,5,7
"2292",8,5750,2015,6,17
"2293",19,5750,2015,7,28
"2294",7,5750,2015,8,18
"2295",0,5750,2015,9,0
"2296",0,5750,2015,10,0
"2297",0,5750,2016,4,0
"2298",1,5750,2016,5,8
"2299",5,5750,2016,6,11
"2300",9,5750,2016,7,18
"2301",4,5750,2016,8,19
"2302",1,5750,2016,9,11
"2303",0,5750,2016,10,0
"2304",0,5750,2017,4,14
"2305",3,5750,2017,5,12
"2306",9,5750,2017,6,21
"2307",9,5750,2017,7,21
"2308",8,5750,2017,8,17
"2309",0,5750,2017,9,2
"2310",0,5750,2017,10,0
"2311",0,5750,2018,4,4
"2312",0,5750,2018,5,3
"2313",2,5750,2018,6,16
"2314",8,5750,2018,7,26
"2315",4,5750,2018,8,22
"2316",0,5750,2018,9,8
"2317",0,5750,2018,10,0
"2318",0,5750,2019,4,0
"2319",0,5750,2019,5,0
"2320",6,5750,2019,6,19
"2321",8,5750,2019,7,23
"2322",1,5750,2019,8,10
"2323",1,5750,2019,9,6
"2324",0,5750,2019,10,0
"2325",0,5750,2020,4,5
"2326",0,5750,2020,5,5
"2327",0,5750,2020,6,7
"2328",3,5750,2020,7,14
"2329",2,5750,2020,8,15
"2330",0,5750,2020,9,10
"2331",0,5750,2020,10,0
"2332",0,5750,2021,4,3
"2333",0,5750,2021,5,2
"2334",0,5750,2021,6,14
"2335",1,5750,2021,7,11
"2336",0,5750,2021,8,6
"2337",0,5750,2021,9,9
"2338",0,5750,2021,10,0
"2339",0,5750,2022,4,3
"2340",0,5750,2022,5,11
"2341",1,5750,2022,6,15
"2342",7,5750,2022,7,24
"2343",2,5750,2022,8,21
"2344",0,5750,2022,9,1
"2345",0,5750,2022,10,0
"2346",0,5750,2023,4,0
"2347",0,5750,2023,5,1
"2348",0,5750,2023,6,8
"2349",2,5750,2023,7,14
"2350",NA,5750,2023,8,NA
"2351",2,5750,2023,9,7
"2352",0,5750,2023,10,1
"2353",0,5952,2000,4,1
"2354",0,5952,2000,5,4
"2355",NA,5952,2000,6,NA
"2356",NA,5952,2000,7,NA
"2357",NA,5952,2000,8,NA
"2358",NA,5952,2000,9,NA
"2359",NA,5952,2000,10,NA
"2360",NA,5952,2001,4,NA
"2361",6,5952,2001,5,19
"2362",5,5952,2001,6,22
"2363",6,5952,2001,7,27
"2364",12,5952,2001,8,26
"2365",0,5952,2001,9,3
"2366",1,5952,2001,10,2
"2367",0,5952,2002,4,5
"2368",2,5952,2002,5,6
"2369",11,5952,2002,6,23
"2370",4,5952,2002,7,26
"2371",0,5952,2002,8,12
"2372",0,5952,2002,9,3
"2373",0,5952,2002,10,1
"2374",0,5952,2003,4,11
"2375",1,5952,2003,5,21
"2376",9,5952,2003,6,30
"2377",0,5952,2003,7,26
"2378",12,5952,2003,8,28
"2379",3,5952,2003,9,10
"2380",0,5952,2003,10,0
"2381",0,5952,2004,4,5
"2382",0,5952,2004,5,14
"2383",1,5952,2004,6,18
"2384",4,5952,2004,7,22
"2385",1,5952,2004,8,19
"2386",2,5952,2004,9,12
"2387",0,5952,2004,10,0
"2388",NA,5952,2005,4,NA
"2389",4,5952,2005,5,18
"2390",5,5952,2005,6,22
"2391",2,5952,2005,7,24
"2392",0,5952,2005,8,7
"2393",1,5952,2005,9,6
"2394",0,5952,2005,10,0
"2395",0,5952,2006,4,4
"2396",0,5952,2006,5,17
"2397",4,5952,2006,6,20
"2398",8,5952,2006,7,27
"2399",NA,5952,2006,8,NA
"2400",NA,5952,2006,9,NA
"2401",0,5952,2006,10,0
"2402",0,5952,2007,4,21
"2403",2,5952,2007,5,14
"2404",0,5952,2007,6,13
"2405",7,5952,2007,7,19
"2406",1,5952,2007,8,17
"2407",0,5952,2007,9,6
"2408",0,5952,2007,10,0
"2409",0,5952,2008,4,3
"2410",NA,5952,2008,5,NA
"2411",NA,5952,2008,6,NA
"2412",3,5952,2008,7,20
"2413",0,5952,2008,8,17
"2414",2,5952,2008,9,3
"2415",0,5952,2008,10,0
"2416",NA,5952,2009,4,NA
"2417",0,5952,2009,5,9
"2418",1,5952,2009,6,14
"2419",1,5952,2009,7,19
"2420",NA,5952,2009,8,NA
"2421",0,5952,2009,9,2
"2422",0,5952,2009,10,0
"2423",0,5952,2010,4,4
"2424",0,5952,2010,5,6
"2425",0,5952,2010,6,16
"2426",NA,5952,2010,7,NA
"2427",0,5952,2010,8,9
"2428",0,5952,2010,9,0
"2429",0,5952,2010,10,0
"2430",NA,5952,2011,4,NA
"2431",3,5952,2011,5,19
"2432",1,5952,2011,6,7
"2433",0,5952,2011,7,8
"2434",0,5952,2011,8,17
"2435",0,5952,2011,9,8
"2436",0,5952,2011,10,2
"2437",0,5952,2012,4,0
"2438",0,5952,2012,5,7
"2439",0,5952,2012,6,11
"2440",1,5952,2012,7,20
"2441",3,5952,2012,8,25
"2442",0,5952,2012,9,6
"2443",0,5952,2012,10,0
"2444",0,5952,2013,4,7
"2445",0,5952,2013,5,2
"2446",3,5952,2013,6,13
"2447",3,5952,2013,7,26
"2448",5,5952,2013,8,15
"2449",0,5952,2013,9,6
"2450",0,5952,2013,10,0
"2451",0,5952,2014,4,2
"2452",0,5952,2014,5,5
"2453",4,5952,2014,6,13
"2454",0,5952,2014,7,7
"2455",0,5952,2014,8,3
"2456",0,5952,2014,9,0
"2457",0,5952,2014,10,0
"2458",0,5952,2015,4,5
"2459",NA,5952,2015,5,NA
"2460",NA,5952,2015,6,18
"2461",7,5952,2015,7,27
"2462",1,5952,2015,8,19
"2463",0,5952,2015,9,1
"2464",0,5952,2015,10,0
"2465",NA,5952,2016,4,NA
"2466",0,5952,2016,5,8
"2467",1,5952,2016,6,9
"2468",2,5952,2016,7,21
"2469",0,5952,2016,8,13
"2470",0,5952,2016,9,8
"2471",0,5952,2016,10,0
"2472",0,5952,2017,4,4
"2473",0,5952,2017,5,9
"2474",4,5952,2017,6,20
"2475",1,5952,2017,7,18
"2476",2,5952,2017,8,19
"2477",0,5952,2017,9,2
"2478",0,5952,2017,10,0
"2479",0,5952,2018,4,0
"2480",0,5952,2018,5,6
"2481",0,5952,2018,6,10
"2482",1,5952,2018,7,23
"2483",1,5952,2018,8,18
"2484",0,5952,2018,9,10
"2485",0,5952,2018,10,0
"2486",0,5952,2019,4,1
"2487",0,5952,2019,5,1
"2488",3,5952,2019,6,19
"2489",3,5952,2019,7,21
"2490",0,5952,2019,8,8
"2491",0,5952,2019,9,7
"2492",0,5952,2019,10,0
"2493",0,5952,2020,4,0
"2494",0,5952,2020,5,3
"2495",0,5952,2020,6,3
"2496",0,5952,2020,7,15
"2497",0,5952,2020,8,11
"2498",0,5952,2020,9,9
"2499",0,5952,2020,10,0
"2500",0,5952,2021,4,3
"2501",0,5952,2021,5,2
"2502",0,5952,2021,6,15
"2503",0,5952,2021,7,10
"2504",0,5952,2021,8,9
"2505",0,5952,2021,9,10
"2506",0,5952,2021,10,0
"2507",0,5952,2022,4,3
"2508",0,5952,2022,5,13
"2509",4,5952,2022,6,19
"2510",2,5952,2022,7,28
"2511",0,5952,2022,8,11
"2512",0,5952,2022,9,3
"2513",0,5952,2022,10,0
"2514",0,5952,2023,4,0
"2515",0,5952,2023,5,7
"2516",3,5952,2023,6,19
"2517",0,5952,2023,7,17
"2518",1,5952,2023,8,17
"2519",0,5952,2023,9,9
"2520",0,5952,2023,10,2
"2521",0,5960,2000,4,0
"2522",0,5960,2000,5,8
"2523",2,5960,2000,6,19
"2524",NA,5960,2000,7,NA
"2525",2,5960,2000,8,16
"2526",NA,5960,2000,9,5
"2527",NA,5960,2000,10,NA
"2528",0,5960,2001,4,2
"2529",5,5960,2001,5,13
"2530",NA,5960,2001,6,NA
"2531",8,5960,2001,7,27
"2532",11,5960,2001,8,26
"2533",0,5960,2001,9,1
"2534",0,5960,2001,10,0
"2535",1,5960,2002,4,17
"2536",3,5960,2002,5,16
"2537",6,5960,2002,6,20
"2538",2,5960,2002,7,13
"2539",0,5960,2002,8,7
"2540",0,5960,2002,9,3
"2541",0,5960,2002,10,0
"2542",0,5960,2003,4,6
"2543",2,5960,2003,5,19
"2544",17,5960,2003,6,30
"2545",8,5960,2003,7,30
"2546",15,5960,2003,8,28
"2547",4,5960,2003,9,10
"2548",0,5960,2003,10,0
"2549",0,5960,2004,4,7
"2550",2,5960,2004,5,13
"2551",6,5960,2004,6,21
"2552",6,5960,2004,7,27
"2553",2,5960,2004,8,18
"2554",2,5960,2004,9,11
"2555",0,5960,2004,10,0
"2556",0,5960,2005,4,5
"2557",3,5960,2005,5,15
"2558",7,5960,2005,6,23
"2559",2,5960,2005,7,25
"2560",0,5960,2005,8,11
"2561",1,5960,2005,9,4
"2562",0,5960,2005,10,0
"2563",0,5960,2006,4,3
"2564",0,5960,2006,5,20
"2565",10,5960,2006,6,26
"2566",12,5960,2006,7,31
"2567",0,5960,2006,8,9
"2568",1,5960,2006,9,9
"2569",0,5960,2006,10,0
"2570",0,5960,2007,4,13
"2571",2,5960,2007,5,10
"2572",0,5960,2007,6,14
"2573",6,5960,2007,7,21
"2574",0,5960,2007,8,16
"2575",0,5960,2007,9,4
"2576",0,5960,2007,10,0
"2577",0,5960,2008,4,1
"2578",0,5960,2008,5,8
"2579",4,5960,2008,6,13
"2580",3,5960,2008,7,23
"2581",1,5960,2008,8,17
"2582",1,5960,2008,9,4
"2583",0,5960,2008,10,0
"2584",0,5960,2009,4,0
"2585",0,5960,2009,5,12
"2586",2,5960,2009,6,17
"2587",2,5960,2009,7,23
"2588",0,5960,2009,8,20
"2589",0,5960,2009,9,1
"2590",0,5960,2009,10,0
"2591",0,5960,2010,4,3
"2592",0,5960,2010,5,7
"2593",3,5960,2010,6,18
"2594",7,5960,2010,7,25
"2595",0,5960,2010,8,10
"2596",0,5960,2010,9,3
"2597",0,5960,2010,10,0
"2598",0,5960,2011,4,5
"2599",2,5960,2011,5,21
"2600",1,5960,2011,6,11
"2601",0,5960,2011,7,18
"2602",1,5960,2011,8,25
"2603",0,5960,2011,9,9
"2604",0,5960,2011,10,1
"2605",0,5960,2012,4,1
"2606",1,5960,2012,5,12
"2607",3,5960,2012,6,17
"2608",4,5960,2012,7,22
"2609",3,5960,2012,8,22
"2610",0,5960,2012,9,5
"2611",0,5960,2012,10,0
"2612",0,5960,2013,4,7
"2613",0,5960,2013,5,1
"2614",1,5960,2013,6,18
"2615",14,5960,2013,7,30
"2616",4,5960,2013,8,18
"2617",0,5960,2013,9,8
"2618",0,5960,2013,10,0
"2619",0,5960,2014,4,1
"2620",0,5960,2014,5,3
"2621",NA,5960,2014,6,NA
"2622",0,5960,2014,7,11
"2623",0,5960,2014,8,6
"2624",0,5960,2014,9,2
"2625",0,5960,2014,10,0
"2626",0,5960,2015,4,9
"2627",1,5960,2015,5,17
"2628",6,5960,2015,6,25
"2629",16,5960,2015,7,30
"2630",7,5960,2015,8,18
"2631",0,5960,2015,9,3
"2632",0,5960,2015,10,0
"2633",0,5960,2016,4,1
"2634",0,5960,2016,5,10
"2635",2,5960,2016,6,14
"2636",4,5960,2016,7,25
"2637",0,5960,2016,8,18
"2638",1,5960,2016,9,12
"2639",0,5960,2016,10,0
"2640",0,5960,2017,4,7
"2641",1,5960,2017,5,13
"2642",8,5960,2017,6,23
"2643",1,5960,2017,7,17
"2644",0,5960,2017,8,17
"2645",0,5960,2017,9,0
"2646",0,5960,2017,10,0
"2647",0,5960,2018,4,5
"2648",0,5960,2018,5,2
"2649",0,5960,2018,6,9
"2650",NA,5960,2018,7,NA
"2651",0,5960,2018,8,10
"2652",0,5960,2018,9,14
"2653",0,5960,2018,10,0
"2654",0,5960,2019,4,4
"2655",0,5960,2019,5,4
"2656",6,5960,2019,6,24
"2657",8,5960,2019,7,25
"2658",0,5960,2019,8,16
"2659",0,5960,2019,9,7
"2660",0,5960,2019,10,0
"2661",0,5960,2020,4,5
"2662",0,5960,2020,5,8
"2663",0,5960,2020,6,8
"2664",1,5960,2020,7,20
"2665",0,5960,2020,8,17
"2666",0,5960,2020,9,11
"2667",0,5960,2020,10,0
"2668",0,5960,2021,4,4
"2669",0,5960,2021,5,2
"2670",0,5960,2021,6,16
"2671",0,5960,2021,7,18
"2672",1,5960,2021,8,13
"2673",0,5960,2021,9,10
"2674",0,5960,2021,10,0
"2675",0,5960,2022,4,4
"2676",0,5960,2022,5,12
"2677",3,5960,2022,6,20
"2678",0,5960,2022,7,28
"2679",0,5960,2022,8,25
"2680",0,5960,2022,9,5
"2681",0,5960,2022,10,0
"2682",0,5960,2023,4,0
"2683",0,5960,2023,5,6
"2684",0,5960,2023,6,21
"2685",0,5960,2023,7,11
"2686",1,5960,2023,8,17
"2687",0,5960,2023,9,8
"2688",0,5960,2023,10,1
"2689",0,6582,2000,4,0
"2690",2,6582,2000,5,4
"2691",9,6582,2000,6,19
"2692",NA,6582,2000,7,NA
"2693",NA,6582,2000,8,NA
"2694",NA,6582,2000,9,NA
"2695",0,6582,2000,10,0
"2696",0,6582,2001,4,0
"2697",2,6582,2001,5,5
"2698",6,6582,2001,6,11
"2699",9,6582,2001,7,15
"2700",1,6582,2001,8,9
"2701",0,6582,2001,9,0
"2702",NA,6582,2001,10,NA
"2703",0,6582,2002,4,0
"2704",0,6582,2002,5,2
"2705",9,6582,2002,6,17
"2706",2,6582,2002,7,12
"2707",0,6582,2002,8,5
"2708",0,6582,2002,9,0
"2709",0,6582,2002,10,0
"2710",0,6582,2003,4,1
"2711",0,6582,2003,5,3
"2712",11,6582,2003,6,20
"2713",13,6582,2003,7,20
"2714",15,6582,2003,8,23
"2715",4,6582,2003,9,7
"2716",0,6582,2003,10,0
"2717",NA,6582,2004,4,NA
"2718",0,6582,2004,5,3
"2719",4,6582,2004,6,14
"2720",8,6582,2004,7,17
"2721",1,6582,2004,8,3
"2722",2,6582,2004,9,3
"2723",0,6582,2004,10,0
"2724",1,6582,2005,4,1
"2725",3,6582,2005,5,10
"2726",3,6582,2005,6,12
"2727",NA,6582,2005,7,13
"2728",0,6582,2005,8,3
"2729",0,6582,2005,9,0
"2730",0,6582,2005,10,0
"2731",0,6582,2006,4,0
"2732",0,6582,2006,5,1
"2733",7,6582,2006,6,20
"2734",15,6582,2006,7,22
"2735",0,6582,2006,8,0
"2736",1,6582,2006,9,1
"2737",NA,6582,2006,10,NA
"2738",0,6582,2007,4,9
"2739",1,6582,2007,5,6
"2740",1,6582,2007,6,7
"2741",5,6582,2007,7,15
"2742",0,6582,2007,8,7
"2743",0,6582,2007,9,0
"2744",0,6582,2007,10,0
"2745",0,6582,2008,4,0
"2746",0,6582,2008,5,2
"2747",0,6582,2008,6,5
"2748",4,6582,2008,7,9
"2749",3,6582,2008,8,10
"2750",0,6582,2008,9,0
"2751",0,6582,2008,10,0
"2752",0,6582,2009,4,3
"2753",1,6582,2009,5,4
"2754",4,6582,2009,6,13
"2755",6,6582,2009,7,19
"2756",3,6582,2009,8,11
"2757",0,6582,2009,9,1
"2758",NA,6582,2009,10,NA
"2759",0,6582,2010,4,0
"2760",0,6582,2010,5,4
"2761",3,6582,2010,6,10
"2762",7,6582,2010,7,23
"2763",0,6582,2010,8,4
"2764",0,6582,2010,9,0
"2765",0,6582,2010,10,0
"2766",0,6582,2011,4,1
"2767",1,6582,2011,5,8
"2768",2,6582,2011,6,5
"2769",1,6582,2011,7,5
"2770",0,6582,2011,8,14
"2771",0,6582,2011,9,2
"2772",0,6582,2011,10,0
"2773",0,6582,2012,4,1
"2774",NA,6582,2012,5,11
"2775",3,6582,2012,6,10
"2776",1,6582,2012,7,15
"2777",6,6582,2012,8,19
"2778",0,6582,2012,9,2
"2779",0,6582,2012,10,0
"2780",0,6582,2013,4,3
"2781",0,6582,2013,5,0
"2782",1,6582,2013,6,8
"2783",4,6582,2013,7,20
"2784",1,6582,2013,8,15
"2785",0,6582,2013,9,3
"2786",0,6582,2013,10,0
"2787",0,6582,2014,4,0
"2788",0,6582,2014,5,0
"2789",3,6582,2014,6,8
"2790",1,6582,2014,7,3
"2791",0,6582,2014,8,0
"2792",0,6582,2014,9,0
"2793",0,6582,2014,10,0
"2794",0,6582,2015,4,3
"2795",1,6582,2015,5,5
"2796",6,6582,2015,6,17
"2797",18,6582,2015,7,27
"2798",6,6582,2015,8,16
"2799",0,6582,2015,9,0
"2800",0,6582,2015,10,0
"2801",0,6582,2016,4,1
"2802",0,6582,2016,5,5
"2803",3,6582,2016,6,5
"2804",4,6582,2016,7,14
"2805",0,6582,2016,8,12
"2806",1,6582,2016,9,2
"2807",0,6582,2016,10,0
"2808",0,6582,2017,4,1
"2809",1,6582,2017,5,10
"2810",7,6582,2017,6,15
"2811",7,6582,2017,7,19
"2812",3,6582,2017,8,10
"2813",0,6582,2017,9,0
"2814",0,6582,2017,10,0
"2815",0,6582,2018,4,5
"2816",0,6582,2018,5,3
"2817",1,6582,2018,6,14
"2818",6,6582,2018,7,25
"2819",5,6582,2018,8,17
"2820",1,6582,2018,9,3
"2821",0,6582,2018,10,0
"2822",0,6582,2019,4,1
"2823",0,6582,2019,5,0
"2824",6,6582,2019,6,15
"2825",7,6582,2019,7,23
"2826",0,6582,2019,8,7
"2827",0,6582,2019,9,1
"2828",0,6582,2019,10,0
"2829",0,6582,2020,4,8
"2830",0,6582,2020,5,7
"2831",0,6582,2020,6,8
"2832",4,6582,2020,7,18
"2833",2,6582,2020,8,15
"2834",0,6582,2020,9,3
"2835",0,6582,2020,10,0
"2836",0,6582,2021,4,4
"2837",0,6582,2021,5,3
"2838",1,6582,2021,6,18
"2839",2,6582,2021,7,13
"2840",0,6582,2021,8,7
"2841",0,6582,2021,9,7
"2842",0,6582,2021,10,0
"2843",0,6582,2022,4,1
"2844",0,6582,2022,5,8
"2845",0,6582,2022,6,13
"2846",8,6582,2022,7,25
"2847",3,6582,2022,8,24
"2848",0,6582,2022,9,2
"2849",0,6582,2022,10,0
"2850",0,6582,2023,4,2
"2851",0,6582,2023,5,7
"2852",2,6582,2023,6,24
"2853",5,6582,2023,7,19
"2854",2,6582,2023,8,16
"2855",1,6582,2023,9,7
"2856",0,6582,2023,10,0
"2857",NA,6691,2000,4,NA
"2858",NA,6691,2000,5,NA
"2859",NA,6691,2000,6,NA
"2860",NA,6691,2000,7,NA
"2861",NA,6691,2000,8,NA
"2862",NA,6691,2000,9,NA
"2863",NA,6691,2000,10,NA
"2864",NA,6691,2001,4,NA
"2865",NA,6691,2001,5,NA
"2866",NA,6691,2001,6,NA
"2867",NA,6691,2001,7,NA
"2868",NA,6691,2001,8,NA
"2869",NA,6691,2001,9,NA
"2870",NA,6691,2001,10,NA
"2871",NA,6691,2002,4,NA
"2872",NA,6691,2002,5,NA
"2873",14,6691,2002,6,22
"2874",3,6691,2002,7,23
"2875",0,6691,2002,8,14
"2876",0,6691,2002,9,3
"2877",0,6691,2002,10,0
"2878",0,6691,2003,4,2
"2879",0,6691,2003,5,14
"2880",15,6691,2003,6,30
"2881",12,6691,2003,7,29
"2882",12,6691,2003,8,27
"2883",4,6691,2003,9,8
"2884",0,6691,2003,10,0
"2885",0,6691,2004,4,1
"2886",0,6691,2004,5,6
"2887",4,6691,2004,6,15
"2888",NA,6691,2004,7,NA
"2889",3,6691,2004,8,10
"2890",1,6691,2004,9,5
"2891",0,6691,2004,10,0
"2892",0,6691,2005,4,2
"2893",0,6691,2005,5,11
"2894",6,6691,2005,6,20
"2895",2,6691,2005,7,21
"2896",NA,6691,2005,8,4
"2897",0,6691,2005,9,2
"2898",0,6691,2005,10,0
"2899",0,6691,2006,4,0
"2900",0,6691,2006,5,0
"2901",5,6691,2006,6,17
"2902",12,6691,2006,7,30
"2903",0,6691,2006,8,6
"2904",NA,6691,2006,9,NA
"2905",0,6691,2006,10,0
"2906",1,6691,2007,4,18
"2907",4,6691,2007,5,12
"2908",NA,6691,2007,6,NA
"2909",10,6691,2007,7,23
"2910",2,6691,2007,8,19
"2911",0,6691,2007,9,8
"2912",NA,6691,2007,10,NA
"2913",0,6691,2008,4,7
"2914",0,6691,2008,5,14
"2915",2,6691,2008,6,12
"2916",2,6691,2008,7,19
"2917",0,6691,2008,8,16
"2918",0,6691,2008,9,3
"2919",0,6691,2008,10,0
"2920",0,6691,2009,4,1
"2921",0,6691,2009,5,12
"2922",0,6691,2009,6,16
"2923",0,6691,2009,7,19
"2924",1,6691,2009,8,19
"2925",0,6691,2009,9,1
"2926",0,6691,2009,10,0
"2927",0,6691,2010,4,0
"2928",0,6691,2010,5,9
"2929",0,6691,2010,6,13
"2930",NA,6691,2010,7,NA
"2931",0,6691,2010,8,3
"2932",0,6691,2010,9,1
"2933",0,6691,2010,10,0
"2934",0,6691,2011,4,1
"2935",3,6691,2011,5,17
"2936",3,6691,2011,6,11
"2937",2,6691,2011,7,18
"2938",4,6691,2011,8,26
"2939",0,6691,2011,9,14
"2940",0,6691,2011,10,5
"2941",0,6691,2012,4,0
"2942",0,6691,2012,5,8
"2943",NA,6691,2012,6,NA
"2944",3,6691,2012,7,22
"2945",0,6691,2012,8,22
"2946",0,6691,2012,9,1
"2947",NA,6691,2012,10,NA
"2948",0,6691,2013,4,1
"2949",0,6691,2013,5,0
"2950",0,6691,2013,6,8
"2951",1,6691,2013,7,27
"2952",1,6691,2013,8,14
"2953",0,6691,2013,9,5
"2954",0,6691,2013,10,0
"2955",0,6691,2014,4,2
"2956",0,6691,2014,5,5
"2957",4,6691,2014,6,16
"2958",0,6691,2014,7,7
"2959",0,6691,2014,8,3
"2960",0,6691,2014,9,0
"2961",0,6691,2014,10,0
"2962",0,6691,2015,4,0
"2963",0,6691,2015,5,4
"2964",2,6691,2015,6,17
"2965",13,6691,2015,7,29
"2966",5,6691,2015,8,15
"2967",0,6691,2015,9,0
"2968",0,6691,2015,10,0
"2969",0,6691,2016,4,0
"2970",0,6691,2016,5,7
"2971",1,6691,2016,6,9
"2972",3,6691,2016,7,21
"2973",0,6691,2016,8,13
"2974",0,6691,2016,9,9
"2975",0,6691,2016,10,0
"2976",0,6691,2017,4,1
"2977",4,6691,2017,5,12
"2978",0,6691,2017,6,14
"2979",2,6691,2017,7,20
"2980",2,6691,2017,8,19
"2981",0,6691,2017,9,2
"2982",0,6691,2017,10,0
"2983",0,6691,2018,4,3
"2984",0,6691,2018,5,2
"2985",1,6691,2018,6,11
"2986",3,6691,2018,7,24
"2987",1,6691,2018,8,19
"2988",0,6691,2018,9,5
"2989",0,6691,2018,10,0
"2990",0,6691,2019,4,0
"2991",0,6691,2019,5,3
"2992",4,6691,2019,6,19
"2993",6,6691,2019,7,21
"2994",0,6691,2019,8,18
"2995",0,6691,2019,9,5
"2996",0,6691,2019,10,0
"2997",0,6691,2020,4,5
"2998",0,6691,2020,5,6
"2999",0,6691,2020,6,7
"3000",0,6691,2020,7,17
"3001",0,6691,2020,8,12
"3002",0,6691,2020,9,9
"3003",0,6691,2020,10,0
"3004",0,6691,2021,4,3
"3005",0,6691,2021,5,2
"3006",0,6691,2021,6,15
"3007",0,6691,2021,7,9
"3008",0,6691,2021,8,8
"3009",0,6691,2021,9,8
"3010",0,6691,2021,10,0
"3011",0,6691,2022,4,0
"3012",0,6691,2022,5,3
"3013",1,6691,2022,6,13
"3014",1,6691,2022,7,27
"3015",0,6691,2022,8,8
"3016",0,6691,2022,9,0
"3017",0,6691,2022,10,0
"3018",NA,6691,2023,4,NA
"3019",NA,6691,2023,5,NA
"3020",0,6691,2023,6,23
"3021",0,6691,2023,7,18
"3022",0,6691,2023,8,18
"3023",0,6691,2023,9,11
"3024",0,6691,2023,10,2
"3025",NA,6818,2000,4,NA
"3026",0,6818,2000,5,13
"3027",5,6818,2000,6,23
"3028",0,6818,2000,7,5
"3029",0,6818,2000,8,0
"3030",0,6818,2000,9,0
"3031",0,6818,2000,10,0
"3032",0,6818,2001,4,0
"3033",0,6818,2001,5,0
"3034",0,6818,2001,6,0
"3035",0,6818,2001,7,0
"3036",9,6818,2001,8,23
"3037",NA,6818,2001,9,NA
"3038",0,6818,2001,10,0
"3039",NA,6818,2002,4,NA
"3040",NA,6818,2002,5,NA
"3041",NA,6818,2002,6,NA
"3042",NA,6818,2002,7,NA
"3043",NA,6818,2002,8,NA
"3044",NA,6818,2002,9,NA
"3045",NA,6818,2002,10,NA
"3046",0,6818,2003,4,0
"3047",NA,6818,2003,5,NA
"3048",NA,6818,2003,6,NA
"3049",NA,6818,2003,7,30
"3050",NA,6818,2003,8,NA
"3051",NA,6818,2003,9,NA
"3052",NA,6818,2003,10,NA
"3053",0,6818,2004,4,0
"3054",0,6818,2004,5,0
"3055",0,6818,2004,6,1
"3056",1,6818,2004,7,0
"3057",NA,6818,2004,8,0
"3058",0,6818,2004,9,0
"3059",0,6818,2004,10,0
"3060",0,6818,2005,4,13
"3061",7,6818,2005,5,22
"3062",13,6818,2005,6,27
"3063",15,6818,2005,7,29
"3064",1,6818,2005,8,17
"3065",1,6818,2005,9,12
"3066",0,6818,2005,10,0
"3067",NA,6818,2006,4,NA
"3068",2,6818,2006,5,25
"3069",15,6818,2006,6,29
"3070",22,6818,2006,7,31
"3071",NA,6818,2006,8,NA
"3072",2,6818,2006,9,13
"3073",0,6818,2006,10,0
"3074",0,6818,2007,4,17
"3075",NA,6818,2007,5,14
"3076",0,6818,2007,6,11
"3077",8,6818,2007,7,23
"3078",1,6818,2007,8,19
"3079",0,6818,2007,9,8
"3080",0,6818,2007,10,0
"3081",0,6818,2008,4,4
"3082",0,6818,2008,5,17
"3083",0,6818,2008,6,17
"3084",0,6818,2008,7,9
"3085",1,6818,2008,8,14
"3086",2,6818,2008,9,5
"3087",0,6818,2008,10,0
"3088",0,6818,2009,4,0
"3089",3,6818,2009,5,20
"3090",3,6818,2009,6,19
"3091",NA,6818,2009,7,22
"3092",0,6818,2009,8,25
"3093",0,6818,2009,9,4
