"","Count_180","idSensore","Year","Month","Zone","Area","Type"
"3944",2,6904,2011,6,"Cities","S","B"
"3945",1,6904,2011,7,"Cities","S","B"
"3946",3,6904,2011,8,"Cities","S","B"
"3947",0,6904,2011,9,"Cities","S","B"
"3948",0,6904,2011,10,"Cities","S","B"
"3949",NA,6904,2012,4,"Cities","S","B"
"3950",NA,6904,2012,5,"Cities","S","B"
"3951",NA,6904,2012,6,"Cities","S","B"
"3952",4,6904,2012,7,"Cities","S","B"
"3953",4,6904,2012,8,"Cities","S","B"
"3954",NA,6904,2012,9,"Cities","S","B"
"3955",0,6904,2012,10,"Cities","S","B"
"3956",0,6904,2013,4,"Cities","S","B"
"3957",0,6904,2013,5,"Cities","S","B"
"3958",3,6904,2013,6,"Cities","S","B"
"3959",9,6904,2013,7,"Cities","S","B"
"3960",3,6904,2013,8,"Cities","S","B"
"3961",0,6904,2013,9,"Cities","S","B"
"3962",0,6904,2013,10,"Cities","S","B"
"3963",0,6904,2014,4,"Cities","S","B"
"3964",1,6904,2014,5,"Cities","S","B"
"3965",7,6904,2014,6,"Cities","S","B"
"3966",2,6904,2014,7,"Cities","S","B"
"3967",0,6904,2014,8,"Cities","S","B"
"3968",0,6904,2014,9,"Cities","S","B"
"3969",0,6904,2014,10,"Cities","S","B"
"3970",NA,6904,2015,4,"Cities","S","B"
"3971",1,6904,2015,5,"Cities","S","B"
"3972",7,6904,2015,6,"Cities","S","B"
"3973",20,6904,2015,7,"Cities","S","B"
"3974",8,6904,2015,8,"Cities","S","B"
"3975",0,6904,2015,9,"Cities","S","B"
"3976",0,6904,2015,10,"Cities","S","B"
"3977",0,6904,2016,4,"Cities","S","B"
"3978",0,6904,2016,5,"Cities","S","B"
"3979",2,6904,2016,6,"Cities","S","B"
"3980",4,6904,2016,7,"Cities","S","B"
"3981",NA,6904,2016,8,"Cities","S","B"
"3982",1,6904,2016,9,"Cities","S","B"
"3983",0,6904,2016,10,"Cities","S","B"
"3984",0,6904,2017,4,"Cities","S","B"
"3985",2,6904,2017,5,"Cities","S","B"
"3986",6,6904,2017,6,"Cities","S","B"
"3987",9,6904,2017,7,"Cities","S","B"
"3988",10,6904,2017,8,"Cities","S","B"
"3989",0,6904,2017,9,"Cities","S","B"
"3990",0,6904,2017,10,"Cities","S","B"
"3991",0,6904,2018,4,"Cities","S","B"
"3992",0,6904,2018,5,"Cities","S","B"
"3993",3,6904,2018,6,"Cities","S","B"
"3994",2,6904,2018,7,"Cities","S","B"
"3995",1,6904,2018,8,"Cities","S","B"
"3996",1,6904,2018,9,"Cities","S","B"
"3997",0,6904,2018,10,"Cities","S","B"
"3998",0,6904,2019,4,"Cities","S","B"
"3999",0,6904,2019,5,"Cities","S","B"
"4000",8,6904,2019,6,"Cities","S","B"
"4001",8,6904,2019,7,"Cities","S","B"
"4002",0,6904,2019,8,"Cities","S","B"
"4003",4,6904,2019,9,"Cities","S","B"
"4004",0,6904,2019,10,"Cities","S","B"
"4005",0,6904,2020,4,"Cities","S","B"
"4006",0,6904,2020,5,"Cities","S","B"
"4007",0,6904,2020,6,"Cities","S","B"
"4008",5,6904,2020,7,"Cities","S","B"
"4009",0,6904,2020,8,"Cities","S","B"
"4010",1,6904,2020,9,"Cities","S","B"
"4011",0,6904,2020,10,"Cities","S","B"
"4012",0,6904,2021,4,"Cities","S","B"
"4013",0,6904,2021,5,"Cities","S","B"
"4014",2,6904,2021,6,"Cities","S","B"
"4015",0,6904,2021,7,"Cities","S","B"
"4016",0,6904,2021,8,"Cities","S","B"
"4017",1,6904,2021,9,"Cities","S","B"
"4018",0,6904,2021,10,"Cities","S","B"
"4019",0,6904,2022,4,"Cities","S","B"
"4020",4,6904,2022,5,"Cities","S","B"
"4021",5,6904,2022,6,"Cities","S","B"
"4022",6,6904,2022,7,"Cities","S","B"
"4023",4,6904,2022,8,"Cities","S","B"
"4024",1,6904,2022,9,"Cities","S","B"
"4025",0,6904,2022,10,"Cities","S","B"
"4026",0,6904,2023,4,"Cities","S","B"
"4027",0,6904,2023,5,"Cities","S","B"
"4028",4,6904,2023,6,"Cities","S","B"
"4029",1,6904,2023,7,"Cities","S","B"
"4030",5,6904,2023,8,"Cities","S","B"
"4031",3,6904,2023,9,"Cities","S","B"
"4032",0,6904,2023,10,"Cities","S","B"
"4033",NA,9856,2000,4,"B","R","B"
"4034",NA,9856,2000,5,"B","R","B"
"4035",NA,9856,2000,6,"B","R","B"
"4036",NA,9856,2000,7,"B","R","B"
"4037",NA,9856,2000,8,"B","R","B"
"4038",NA,9856,2000,9,"B","R","B"
"4039",NA,9856,2000,10,"B","R","B"
"4040",NA,9856,2001,4,"B","R","B"
"4041",NA,9856,2001,5,"B","R","B"
"4042",NA,9856,2001,6,"B","R","B"
"4043",NA,9856,2001,7,"B","R","B"
"4044",NA,9856,2001,8,"B","R","B"
"4045",NA,9856,2001,9,"B","R","B"
"4046",NA,9856,2001,10,"B","R","B"
"4047",NA,9856,2002,4,"B","R","B"
"4048",NA,9856,2002,5,"B","R","B"
"4049",NA,9856,2002,6,"B","R","B"
"4050",NA,9856,2002,7,"B","R","B"
"4051",NA,9856,2002,8,"B","R","B"
"4052",NA,9856,2002,9,"B","R","B"
"4053",NA,9856,2002,10,"B","R","B"
"4054",NA,9856,2003,4,"B","R","B"
"4055",NA,9856,2003,5,"B","R","B"
"4056",NA,9856,2003,6,"B","R","B"
"4057",NA,9856,2003,7,"B","R","B"
"4058",NA,9856,2003,8,"B","R","B"
"4059",NA,9856,2003,9,"B","R","B"
"4060",NA,9856,2003,10,"B","R","B"
"4061",NA,9856,2004,4,"B","R","B"
"4062",NA,9856,2004,5,"B","R","B"
"4063",NA,9856,2004,6,"B","R","B"
"4064",NA,9856,2004,7,"B","R","B"
"4065",NA,9856,2004,8,"B","R","B"
"4066",NA,9856,2004,9,"B","R","B"
"4067",NA,9856,2004,10,"B","R","B"
"4068",NA,9856,2005,4,"B","R","B"
"4069",NA,9856,2005,5,"B","R","B"
"4070",NA,9856,2005,6,"B","R","B"
"4071",NA,9856,2005,7,"B","R","B"
"4072",NA,9856,2005,8,"B","R","B"
"4073",NA,9856,2005,9,"B","R","B"
"4074",NA,9856,2005,10,"B","R","B"
"4075",NA,9856,2006,4,"B","R","B"
"4076",NA,9856,2006,5,"B","R","B"
"4077",NA,9856,2006,6,"B","R","B"
"4078",NA,9856,2006,7,"B","R","B"
"4079",NA,9856,2006,8,"B","R","B"
"4080",NA,9856,2006,9,"B","R","B"
"4081",NA,9856,2006,10,"B","R","B"
"4082",NA,9856,2007,4,"B","R","B"
"4083",NA,9856,2007,5,"B","R","B"
"4084",NA,9856,2007,6,"B","R","B"
"4085",NA,9856,2007,7,"B","R","B"
"4086",NA,9856,2007,8,"B","R","B"
"4087",0,9856,2007,9,"B","R","B"
"4088",0,9856,2007,10,"B","R","B"
"4089",0,9856,2008,4,"B","R","B"
"4090",NA,9856,2008,5,"B","R","B"
"4091",NA,9856,2008,6,"B","R","B"
"4092",6,9856,2008,7,"B","R","B"
"4093",6,9856,2008,8,"B","R","B"
"4094",1,9856,2008,9,"B","R","B"
"4095",0,9856,2008,10,"B","R","B"
"4096",0,9856,2009,4,"B","R","B"
"4097",2,9856,2009,5,"B","R","B"
"4098",1,9856,2009,6,"B","R","B"
"4099",4,9856,2009,7,"B","R","B"
"4100",6,9856,2009,8,"B","R","B"
"4101",0,9856,2009,9,"B","R","B"
"4102",0,9856,2009,10,"B","R","B"
"4103",0,9856,2010,4,"B","R","B"
"4104",0,9856,2010,5,"B","R","B"
"4105",6,9856,2010,6,"B","R","B"
"4106",8,9856,2010,7,"B","R","B"
"4107",1,9856,2010,8,"B","R","B"
"4108",NA,9856,2010,9,"B","R","B"
"4109",NA,9856,2010,10,"B","R","B"
"4110",0,9856,2011,4,"B","R","B"
"4111",3,9856,2011,5,"B","R","B"
"4112",NA,9856,2011,6,"B","R","B"
"4113",NA,9856,2011,7,"B","R","B"
"4114",4,9856,2011,8,"B","R","B"
"4115",NA,9856,2011,9,"B","R","B"
"4116",0,9856,2011,10,"B","R","B"
"4117",0,9856,2012,4,"B","R","B"
"4118",1,9856,2012,5,"B","R","B"
"4119",4,9856,2012,6,"B","R","B"
"4120",3,9856,2012,7,"B","R","B"
"4121",0,9856,2012,8,"B","R","B"
"4122",0,9856,2012,9,"B","R","B"
"4123",0,9856,2012,10,"B","R","B"
"4124",0,9856,2013,4,"B","R","B"
"4125",0,9856,2013,5,"B","R","B"
"4126",2,9856,2013,6,"B","R","B"
"4127",8,9856,2013,7,"B","R","B"
"4128",2,9856,2013,8,"B","R","B"
"4129",1,9856,2013,9,"B","R","B"
"4130",0,9856,2013,10,"B","R","B"
"4131",0,9856,2014,4,"B","R","B"
"4132",0,9856,2014,5,"B","R","B"
"4133",5,9856,2014,6,"B","R","B"
"4134",2,9856,2014,7,"B","R","B"
"4135",0,9856,2014,8,"B","R","B"
"4136",0,9856,2014,9,"B","R","B"
"4137",0,9856,2014,10,"B","R","B"
"4138",0,9856,2015,4,"B","R","B"
"4139",NA,9856,2015,5,"B","R","B"
"4140",0,9856,2015,6,"B","R","B"
"4141",13,9856,2015,7,"B","R","B"
"4142",4,9856,2015,8,"B","R","B"
"4143",0,9856,2015,9,"B","R","B"
"4144",0,9856,2015,10,"B","R","B"
"4145",0,9856,2016,4,"B","R","B"
"4146",0,9856,2016,5,"B","R","B"
"4147",4,9856,2016,6,"B","R","B"
"4148",3,9856,2016,7,"B","R","B"
"4149",0,9856,2016,8,"B","R","B"
"4150",1,9856,2016,9,"B","R","B"
"4151",0,9856,2016,10,"B","R","B"
"4152",0,9856,2017,4,"B","R","B"
"4153",0,9856,2017,5,"B","R","B"
"4154",0,9856,2017,6,"B","R","B"
"4155",1,9856,2017,7,"B","R","B"
"4156",4,9856,2017,8,"B","R","B"
"4157",0,9856,2017,9,"B","R","B"
"4158",0,9856,2017,10,"B","R","B"
"4159",0,9856,2018,4,"B","R","B"
"4160",0,9856,2018,5,"B","R","B"
"4161",2,9856,2018,6,"B","R","B"
"4162",4,9856,2018,7,"B","R","B"
"4163",2,9856,2018,8,"B","R","B"
"4164",1,9856,2018,9,"B","R","B"
"4165",0,9856,2018,10,"B","R","B"
"4166",0,9856,2019,4,"B","R","B"
"4167",0,9856,2019,5,"B","R","B"
"4168",5,9856,2019,6,"B","R","B"
"4169",6,9856,2019,7,"B","R","B"
"4170",0,9856,2019,8,"B","R","B"
"4171",0,9856,2019,9,"B","R","B"
"4172",0,9856,2019,10,"B","R","B"
"4173",0,9856,2020,4,"B","R","B"
"4174",0,9856,2020,5,"B","R","B"
"4175",1,9856,2020,6,"B","R","B"
"4176",0,9856,2020,7,"B","R","B"
"4177",0,9856,2020,8,"B","R","B"
"4178",NA,9856,2020,9,"B","R","B"
"4179",0,9856,2020,10,"B","R","B"
"4180",0,9856,2021,4,"B","R","B"
"4181",0,9856,2021,5,"B","R","B"
"4182",NA,9856,2021,6,"B","R","B"
"4183",NA,9856,2021,7,"B","R","B"
"4184",0,9856,2021,8,"B","R","B"
"4185",NA,9856,2021,9,"B","R","B"
"4186",0,9856,2021,10,"B","R","B"
"4187",0,9856,2022,4,"B","R","B"
"4188",0,9856,2022,5,"B","R","B"
"4189",NA,9856,2022,6,"B","R","B"
"4190",5,9856,2022,7,"B","R","B"
"4191",1,9856,2022,8,"B","R","B"
"4192",0,9856,2022,9,"B","R","B"
"4193",0,9856,2022,10,"B","R","B"
"4194",NA,9856,2023,4,"B","R","B"
"4195",0,9856,2023,5,"B","R","B"
"4196",2,9856,2023,6,"B","R","B"
"4197",1,9856,2023,7,"B","R","B"
"4198",2,9856,2023,8,"B","R","B"
"4199",0,9856,2023,9,"B","R","B"
"4200",0,9856,2023,10,"B","R","B"
"4201",NA,9861,2000,4,"B","U","B"
"4202",NA,9861,2000,5,"B","U","B"
"4203",NA,9861,2000,6,"B","U","B"
"4204",NA,9861,2000,7,"B","U","B"
"4205",NA,9861,2000,8,"B","U","B"
"4206",NA,9861,2000,9,"B","U","B"
"4207",NA,9861,2000,10,"B","U","B"
"4208",NA,9861,2001,4,"B","U","B"
"4209",NA,9861,2001,5,"B","U","B"
"4210",NA,9861,2001,6,"B","U","B"
"4211",NA,9861,2001,7,"B","U","B"
"4212",NA,9861,2001,8,"B","U","B"
"4213",NA,9861,2001,9,"B","U","B"
"4214",NA,9861,2001,10,"B","U","B"
"4215",NA,9861,2002,4,"B","U","B"
"4216",NA,9861,2002,5,"B","U","B"
"4217",NA,9861,2002,6,"B","U","B"
"4218",NA,9861,2002,7,"B","U","B"
"4219",NA,9861,2002,8,"B","U","B"
"4220",NA,9861,2002,9,"B","U","B"
"4221",NA,9861,2002,10,"B","U","B"
"4222",NA,9861,2003,4,"B","U","B"
"4223",NA,9861,2003,5,"B","U","B"
"4224",NA,9861,2003,6,"B","U","B"
"4225",NA,9861,2003,7,"B","U","B"
"4226",NA,9861,2003,8,"B","U","B"
"4227",NA,9861,2003,9,"B","U","B"
"4228",NA,9861,2003,10,"B","U","B"
"4229",NA,9861,2004,4,"B","U","B"
"4230",NA,9861,2004,5,"B","U","B"
"4231",NA,9861,2004,6,"B","U","B"
"4232",NA,9861,2004,7,"B","U","B"
"4233",NA,9861,2004,8,"B","U","B"
"4234",NA,9861,2004,9,"B","U","B"
"4235",NA,9861,2004,10,"B","U","B"
"4236",NA,9861,2005,4,"B","U","B"
"4237",NA,9861,2005,5,"B","U","B"
"4238",NA,9861,2005,6,"B","U","B"
"4239",NA,9861,2005,7,"B","U","B"
"4240",NA,9861,2005,8,"B","U","B"
"4241",NA,9861,2005,9,"B","U","B"
"4242",NA,9861,2005,10,"B","U","B"
"4243",NA,9861,2006,4,"B","U","B"
"4244",NA,9861,2006,5,"B","U","B"
"4245",NA,9861,2006,6,"B","U","B"
"4246",NA,9861,2006,7,"B","U","B"
"4247",NA,9861,2006,8,"B","U","B"
"4248",NA,9861,2006,9,"B","U","B"
"4249",NA,9861,2006,10,"B","U","B"
"4250",0,9861,2007,4,"B","U","B"
"4251",4,9861,2007,5,"B","U","B"
"4252",0,9861,2007,6,"B","U","B"
"4253",NA,9861,2007,7,"B","U","B"
"4254",NA,9861,2007,8,"B","U","B"
"4255",NA,9861,2007,9,"B","U","B"
"4256",NA,9861,2007,10,"B","U","B"
"4257",0,9861,2008,4,"B","U","B"
"4258",NA,9861,2008,5,"B","U","B"
"4259",NA,9861,2008,6,"B","U","B"
"4260",NA,9861,2008,7,"B","U","B"
"4261",0,9861,2008,8,"B","U","B"
"4262",0,9861,2008,9,"B","U","B"
"4263",0,9861,2008,10,"B","U","B"
"4264",0,9861,2009,4,"B","U","B"
"4265",NA,9861,2009,5,"B","U","B"
"4266",NA,9861,2009,6,"B","U","B"
"4267",NA,9861,2009,7,"B","U","B"
"4268",0,9861,2009,8,"B","U","B"
"4269",0,9861,2009,9,"B","U","B"
"4270",0,9861,2009,10,"B","U","B"
"4271",0,9861,2010,4,"B","U","B"
"4272",0,9861,2010,5,"B","U","B"
"4273",0,9861,2010,6,"B","U","B"
"4274",0,9861,2010,7,"B","U","B"
"4275",0,9861,2010,8,"B","U","B"
"4276",0,9861,2010,9,"B","U","B"
"4277",0,9861,2010,10,"B","U","B"
"4278",0,9861,2011,4,"B","U","B"
"4279",0,9861,2011,5,"B","U","B"
"4280",0,9861,2011,6,"B","U","B"
"4281",0,9861,2011,7,"B","U","B"
"4282",6,9861,2011,8,"B","U","B"
"4283",NA,9861,2011,9,"B","U","B"
"4284",0,9861,2011,10,"B","U","B"
"4285",0,9861,2012,4,"B","U","B"
"4286",0,9861,2012,5,"B","U","B"
"4287",2,9861,2012,6,"B","U","B"
"4288",2,9861,2012,7,"B","U","B"
"4289",2,9861,2012,8,"B","U","B"
"4290",0,9861,2012,9,"B","U","B"
"4291",0,9861,2012,10,"B","U","B"
"4292",0,9861,2013,4,"B","U","B"
"4293",0,9861,2013,5,"B","U","B"
"4294",NA,9861,2013,6,"B","U","B"
"4295",1,9861,2013,7,"B","U","B"
"4296",0,9861,2013,8,"B","U","B"
"4297",0,9861,2013,9,"B","U","B"
"4298",0,9861,2013,10,"B","U","B"
"4299",NA,9861,2014,4,"B","U","B"
"4300",0,9861,2014,5,"B","U","B"
"4301",7,9861,2014,6,"B","U","B"
"4302",1,9861,2014,7,"B","U","B"
"4303",0,9861,2014,8,"B","U","B"
"4304",0,9861,2014,9,"B","U","B"
"4305",0,9861,2014,10,"B","U","B"
"4306",0,9861,2015,4,"B","U","B"
"4307",0,9861,2015,5,"B","U","B"
"4308",1,9861,2015,6,"B","U","B"
"4309",6,9861,2015,7,"B","U","B"
"4310",2,9861,2015,8,"B","U","B"
"4311",0,9861,2015,9,"B","U","B"
"4312",0,9861,2015,10,"B","U","B"
"4313",0,9861,2016,4,"B","U","B"
"4314",0,9861,2016,5,"B","U","B"
"4315",0,9861,2016,6,"B","U","B"
"4316",2,9861,2016,7,"B","U","B"
"4317",0,9861,2016,8,"B","U","B"
"4318",0,9861,2016,9,"B","U","B"
"4319",0,9861,2016,10,"B","U","B"
"4320",0,9861,2017,4,"B","U","B"
"4321",0,9861,2017,5,"B","U","B"
"4322",0,9861,2017,6,"B","U","B"
"4323",1,9861,2017,7,"B","U","B"
"4324",3,9861,2017,8,"B","U","B"
"4325",0,9861,2017,9,"B","U","B"
"4326",0,9861,2017,10,"B","U","B"
"4327",0,9861,2018,4,"B","U","B"
"4328",0,9861,2018,5,"B","U","B"
"4329",0,9861,2018,6,"B","U","B"
"4330",0,9861,2018,7,"B","U","B"
"4331",0,9861,2018,8,"B","U","B"
"4332",0,9861,2018,9,"B","U","B"
"4333",NA,9861,2018,10,"B","U","B"
"4334",0,9861,2019,4,"B","U","B"
"4335",0,9861,2019,5,"B","U","B"
"4336",3,9861,2019,6,"B","U","B"
"4337",3,9861,2019,7,"B","U","B"
"4338",0,9861,2019,8,"B","U","B"
"4339",0,9861,2019,9,"B","U","B"
"4340",0,9861,2019,10,"B","U","B"
"4341",0,9861,2020,4,"B","U","B"
"4342",0,9861,2020,5,"B","U","B"
"4343",0,9861,2020,6,"B","U","B"
"4344",0,9861,2020,7,"B","U","B"
"4345",0,9861,2020,8,"B","U","B"
"4346",0,9861,2020,9,"B","U","B"
"4347",0,9861,2020,10,"B","U","B"
"4348",0,9861,2021,4,"B","U","B"
"4349",NA,9861,2021,5,"B","U","B"
"4350",0,9861,2021,6,"B","U","B"
"4351",0,9861,2021,7,"B","U","B"
"4352",0,9861,2021,8,"B","U","B"
"4353",0,9861,2021,9,"B","U","B"
"4354",0,9861,2021,10,"B","U","B"
"4355",0,9861,2022,4,"B","U","B"
"4356",0,9861,2022,5,"B","U","B"
"4357",0,9861,2022,6,"B","U","B"
"4358",0,9861,2022,7,"B","U","B"
"4359",0,9861,2022,8,"B","U","B"
"4360",0,9861,2022,9,"B","U","B"
"4361",0,9861,2022,10,"B","U","B"
"4362",0,9861,2023,4,"B","U","B"
"4363",0,9861,2023,5,"B","U","B"
"4364",2,9861,2023,6,"B","U","B"
"4365",1,9861,2023,7,"B","U","B"
"4366",3,9861,2023,8,"B","U","B"
"4367",0,9861,2023,9,"B","U","B"
"4368",0,9861,2023,10,"B","U","B"
"4369",NA,9882,2000,4,"Cities","U","B"
"4370",NA,9882,2000,5,"Cities","U","B"
"4371",NA,9882,2000,6,"Cities","U","B"
"4372",NA,9882,2000,7,"Cities","U","B"
"4373",NA,9882,2000,8,"Cities","U","B"
"4374",NA,9882,2000,9,"Cities","U","B"
"4375",NA,9882,2000,10,"Cities","U","B"
"4376",NA,9882,2001,4,"Cities","U","B"
"4377",NA,9882,2001,5,"Cities","U","B"
"4378",NA,9882,2001,6,"Cities","U","B"
"4379",NA,9882,2001,7,"Cities","U","B"
"4380",NA,9882,2001,8,"Cities","U","B"
"4381",NA,9882,2001,9,"Cities","U","B"
"4382",NA,9882,2001,10,"Cities","U","B"
"4383",NA,9882,2002,4,"Cities","U","B"
"4384",NA,9882,2002,5,"Cities","U","B"
"4385",NA,9882,2002,6,"Cities","U","B"
"4386",NA,9882,2002,7,"Cities","U","B"
"4387",NA,9882,2002,8,"Cities","U","B"
"4388",NA,9882,2002,9,"Cities","U","B"
"4389",NA,9882,2002,10,"Cities","U","B"
"4390",NA,9882,2003,4,"Cities","U","B"
"4391",NA,9882,2003,5,"Cities","U","B"
"4392",NA,9882,2003,6,"Cities","U","B"
"4393",NA,9882,2003,7,"Cities","U","B"
"4394",NA,9882,2003,8,"Cities","U","B"
"4395",NA,9882,2003,9,"Cities","U","B"
"4396",NA,9882,2003,10,"Cities","U","B"
"4397",NA,9882,2004,4,"Cities","U","B"
"4398",NA,9882,2004,5,"Cities","U","B"
"4399",NA,9882,2004,6,"Cities","U","B"
"4400",NA,9882,2004,7,"Cities","U","B"
"4401",NA,9882,2004,8,"Cities","U","B"
"4402",NA,9882,2004,9,"Cities","U","B"
"4403",NA,9882,2004,10,"Cities","U","B"
"4404",NA,9882,2005,4,"Cities","U","B"
"4405",NA,9882,2005,5,"Cities","U","B"
"4406",NA,9882,2005,6,"Cities","U","B"
"4407",NA,9882,2005,7,"Cities","U","B"
"4408",NA,9882,2005,8,"Cities","U","B"
"4409",NA,9882,2005,9,"Cities","U","B"
"4410",NA,9882,2005,10,"Cities","U","B"
"4411",NA,9882,2006,4,"Cities","U","B"
"4412",NA,9882,2006,5,"Cities","U","B"
"4413",NA,9882,2006,6,"Cities","U","B"
"4414",NA,9882,2006,7,"Cities","U","B"
"4415",NA,9882,2006,8,"Cities","U","B"
"4416",NA,9882,2006,9,"Cities","U","B"
"4417",NA,9882,2006,10,"Cities","U","B"
"4418",0,9882,2007,4,"Cities","U","B"
"4419",NA,9882,2007,5,"Cities","U","B"
"4420",0,9882,2007,6,"Cities","U","B"
"4421",6,9882,2007,7,"Cities","U","B"
"4422",1,9882,2007,8,"Cities","U","B"
"4423",0,9882,2007,9,"Cities","U","B"
"4424",0,9882,2007,10,"Cities","U","B"
"4425",0,9882,2008,4,"Cities","U","B"
"4426",0,9882,2008,5,"Cities","U","B"
"4427",NA,9882,2008,6,"Cities","U","B"
"4428",NA,9882,2008,7,"Cities","U","B"
"4429",NA,9882,2008,8,"Cities","U","B"
"4430",0,9882,2008,9,"Cities","U","B"
"4431",0,9882,2008,10,"Cities","U","B"
"4432",0,9882,2009,4,"Cities","U","B"
"4433",1,9882,2009,5,"Cities","U","B"
"4434",2,9882,2009,6,"Cities","U","B"
"4435",5,9882,2009,7,"Cities","U","B"
"4436",1,9882,2009,8,"Cities","U","B"
"4437",0,9882,2009,9,"Cities","U","B"
"4438",0,9882,2009,10,"Cities","U","B"
"4439",NA,9882,2010,4,"Cities","U","B"
"4440",0,9882,2010,5,"Cities","U","B"
"4441",2,9882,2010,6,"Cities","U","B"
"4442",11,9882,2010,7,"Cities","U","B"
"4443",0,9882,2010,8,"Cities","U","B"
"4444",NA,9882,2010,9,"Cities","U","B"
"4445",0,9882,2010,10,"Cities","U","B"
"4446",0,9882,2011,4,"Cities","U","B"
"4447",1,9882,2011,5,"Cities","U","B"
"4448",1,9882,2011,6,"Cities","U","B"
"4449",0,9882,2011,7,"Cities","U","B"
"4450",5,9882,2011,8,"Cities","U","B"
"4451",0,9882,2011,9,"Cities","U","B"
"4452",0,9882,2011,10,"Cities","U","B"
"4453",0,9882,2012,4,"Cities","U","B"
"4454",0,9882,2012,5,"Cities","U","B"
"4455",NA,9882,2012,6,"Cities","U","B"
"4456",7,9882,2012,7,"Cities","U","B"
"4457",8,9882,2012,8,"Cities","U","B"
"4458",NA,9882,2012,9,"Cities","U","B"
"4459",NA,9882,2012,10,"Cities","U","B"
"4460",0,9882,2013,4,"Cities","U","B"
"4461",0,9882,2013,5,"Cities","U","B"
"4462",2,9882,2013,6,"Cities","U","B"
"4463",11,9882,2013,7,"Cities","U","B"
"4464",5,9882,2013,8,"Cities","U","B"
"4465",0,9882,2013,9,"Cities","U","B"
"4466",NA,9882,2013,10,"Cities","U","B"
"4467",0,9882,2014,4,"Cities","U","B"
"4468",0,9882,2014,5,"Cities","U","B"
"4469",4,9882,2014,6,"Cities","U","B"
"4470",1,9882,2014,7,"Cities","U","B"
"4471",1,9882,2014,8,"Cities","U","B"
"4472",0,9882,2014,9,"Cities","U","B"
"4473",0,9882,2014,10,"Cities","U","B"
"4474",0,9882,2015,4,"Cities","U","B"
"4475",1,9882,2015,5,"Cities","U","B"
"4476",1,9882,2015,6,"Cities","U","B"
"4477",NA,9882,2015,7,"Cities","U","B"
"4478",11,9882,2015,8,"Cities","U","B"
"4479",0,9882,2015,9,"Cities","U","B"
"4480",0,9882,2015,10,"Cities","U","B"
"4481",0,9882,2016,4,"Cities","U","B"
"4482",0,9882,2016,5,"Cities","U","B"
"4483",NA,9882,2016,6,"Cities","U","B"
"4484",6,9882,2016,7,"Cities","U","B"
"4485",0,9882,2016,8,"Cities","U","B"
"4486",4,9882,2016,9,"Cities","U","B"
"4487",0,9882,2016,10,"Cities","U","B"
"4488",0,9882,2017,4,"Cities","U","B"
"4489",2,9882,2017,5,"Cities","U","B"
"4490",10,9882,2017,6,"Cities","U","B"
"4491",7,9882,2017,7,"Cities","U","B"
"4492",9,9882,2017,8,"Cities","U","B"
"4493",0,9882,2017,9,"Cities","U","B"
"4494",0,9882,2017,10,"Cities","U","B"
"4495",0,9882,2018,4,"Cities","U","B"
"4496",NA,9882,2018,5,"Cities","U","B"
"4497",2,9882,2018,6,"Cities","U","B"
"4498",8,9882,2018,7,"Cities","U","B"
"4499",8,9882,2018,8,"Cities","U","B"
"4500",1,9882,2018,9,"Cities","U","B"
"4501",0,9882,2018,10,"Cities","U","B"
"4502",0,9882,2019,4,"Cities","U","B"
"4503",0,9882,2019,5,"Cities","U","B"
"4504",7,9882,2019,6,"Cities","U","B"
"4505",10,9882,2019,7,"Cities","U","B"
"4506",1,9882,2019,8,"Cities","U","B"
"4507",0,9882,2019,9,"Cities","U","B"
"4508",0,9882,2019,10,"Cities","U","B"
"4509",0,9882,2020,4,"Cities","U","B"
"4510",0,9882,2020,5,"Cities","U","B"
"4511",0,9882,2020,6,"Cities","U","B"
"4512",6,9882,2020,7,"Cities","U","B"
"4513",1,9882,2020,8,"Cities","U","B"
"4514",0,9882,2020,9,"Cities","U","B"
"4515",0,9882,2020,10,"Cities","U","B"
"4516",0,9882,2021,4,"Cities","U","B"
"4517",0,9882,2021,5,"Cities","U","B"
"4518",1,9882,2021,6,"Cities","U","B"
"4519",0,9882,2021,7,"Cities","U","B"
"4520",4,9882,2021,8,"Cities","U","B"
"4521",0,9882,2021,9,"Cities","U","B"
"4522",0,9882,2021,10,"Cities","U","B"
"4523",0,9882,2022,4,"Cities","U","B"
"4524",0,9882,2022,5,"Cities","U","B"
"4525",3,9882,2022,6,"Cities","U","B"
"4526",2,9882,2022,7,"Cities","U","B"
"4527",2,9882,2022,8,"Cities","U","B"
"4528",0,9882,2022,9,"Cities","U","B"
"4529",0,9882,2022,10,"Cities","U","B"
"4530",0,9882,2023,4,"Cities","U","B"
"4531",0,9882,2023,5,"Cities","U","B"
"4532",0,9882,2023,6,"Cities","U","B"
"4533",1,9882,2023,7,"Cities","U","B"
"4534",2,9882,2023,8,"Cities","U","B"
"4535",2,9882,2023,9,"Cities","U","B"
"4536",0,9882,2023,10,"Cities","U","B"
"4537",NA,9899,2000,4,"A","R","B"
"4538",NA,9899,2000,5,"A","R","B"
"4539",NA,9899,2000,6,"A","R","B"
"4540",NA,9899,2000,7,"A","R","B"
"4541",NA,9899,2000,8,"A","R","B"
"4542",NA,9899,2000,9,"A","R","B"
"4543",NA,9899,2000,10,"A","R","B"
"4544",NA,9899,2001,4,"A","R","B"
"4545",NA,9899,2001,5,"A","R","B"
